Tweet URL,Targeted Sentiment,Sentence Sentiment,Target
https://twitter.com/benderaradon/status/1224459337474723840,neutral,negative,ekşi sözlük
https://twitter.com/rootobot1/status/1223392654257545218,neutral,positive,whatsapp
https://twitter.com/mengukagan/status/1224767572991791105,negative,negative,coca cola
https://twitter.com/ilknurdemirygt/status/1237147000002555904,negative,negative,trendyol
https://twitter.com/suhacgrc/status/1255271394599997441,negative,negative,trendyol
https://twitter.com/_entelgundi/status/1219380777781166083,negative,negative,turkcell
https://twitter.com/valkyriejunie/status/1248019811134607362,positive,neutral,ekşi sözlük
https://twitter.com/elgumsa/status/1242932130893697027,neutral,negative,trendyol
https://twitter.com/muamere48328896/status/1218671445825462272,neutral,neutral,whatsapp
https://twitter.com/efsercesinee/status/1219408818066665472,negative,negative,whatsapp
https://twitter.com/imraansal/status/1253832246433374208,negative,negative,trendyol
https://twitter.com/MertKaraormn/status/1263975188603043841,neutral,neutral,turkcell
https://twitter.com/edadrmz4/status/1247296496778739721,negative,negative,trendyol
https://twitter.com/oneplusminus/status/1231651900489158662,negative,negative,coca cola
https://twitter.com/bertugyldrms/status/1216836017652752392,negative,negative,trendyol
https://twitter.com/siyesbionline/status/1224819078801641473,neutral,neutral,turkcell
https://twitter.com/eslemslabyrinth/status/1231685023415308290,negative,negative,turkcell
https://twitter.com/sonofabic/status/1235697744603312129,neutral,neutral,whatsapp
https://twitter.com/nrgsakkIh/status/1212851114464436225,negative,negative,trendyol
https://twitter.com/bertugyldrms/status/1216135080483196928,negative,negative,trendyol
https://twitter.com/mmerveucar/status/1242499909380714501,negative,neutral,coca cola
https://twitter.com/floraviata/status/1259935003489812481,neutral,negative,ekşi sözlük
https://twitter.com/Candanutas/status/1214299802462248965,negative,positive,trendyol
https://twitter.com/_bedis_/status/1222656167060606977,positive,negative,ekşi sözlük
https://twitter.com/kaosundelisi/status/1222289584215805958,positive,neutral,coca cola
https://twitter.com/matrak65/status/1220846405130039297,negative,negative,turkcell
https://twitter.com/busraoguzzz/status/1225173740570533889,neutral,negative,trendyol
https://twitter.com/burdaozgurum/status/1222640231838625793,neutral,neutral,turkcell
https://twitter.com/ZBublis/status/1254918152682684417,negative,negative,turkcell
https://twitter.com/fatihbitgen16/status/1239667403962880010,positive,positive,turkcell
https://twitter.com/dolunaymehtap/status/1236379236635721730,positive,neutral,coca cola
https://twitter.com/fatmaacar00/status/1254906220189814784,negative,negative,trendyol
https://twitter.com/gudiloji/status/1225509598641172481,neutral,neutral,coca cola
https://twitter.com/melisa1cicek/status/1255636667584655365,negative,negative,trendyol
https://twitter.com/ecesfernweh/status/1212856342358241283,negative,negative,trendyol
https://twitter.com/ireemkiliic/status/1251659831141969920,negative,negative,trendyol
https://twitter.com/conosisus/status/1220817426222407680,positive,positive,trendyol
https://twitter.com/sbbrave00/status/1244403079400783881,negative,negative,trendyol
https://twitter.com/Kewell1905Gs/status/1220093722873995265,positive,positive,turkcell
https://twitter.com/unstablestablee/status/1251998834693156864,positive,positive,ekşi sözlük
https://twitter.com/hsrtctr/status/1228453280789024773,neutral,positive,whatsapp
https://twitter.com/Kcan71/status/1245366174885580801,positive,positive,coca cola
https://twitter.com/oki7437/status/1224449927310217217,neutral,neutral,turkcell
https://twitter.com/arifbaltaci24/status/1216404889879961602,negative,negative,hepsiburada
https://twitter.com/mgurkankocal/status/1257076755694837760,negative,negative,turkcell
https://twitter.com/gozenizm/status/1233166329412280320,neutral,negative,whatsapp
https://twitter.com/EmreAlpeer/status/1222293974133755904,positive,negative,turkcell
https://twitter.com/memofestoo/status/1266875527887020032,negative,negative,hepsiburada
https://twitter.com/ozzgd/status/1262890126599913472,negative,negative,trendyol
https://twitter.com/cenkyigiter/status/1233173649433251845,negative,negative,whatsapp
https://twitter.com/1cnnzmn/status/1245856748025417728,negative,negative,trendyol
https://twitter.com/bekirbahce/status/1261033786264911872,negative,negative,hepsiburada
https://twitter.com/ylcn76/status/1214689536342679553,neutral,neutral,turkcell
https://twitter.com/TugbaAltinkaya/status/1218653324708392960,negative,negative,trendyol
https://twitter.com/dogailhann/status/1239338093540454400,negative,negative,coca cola
https://twitter.com/kizatasozu/status/1224828272393031685,negative,negative,trendyol
https://twitter.com/abdullahburanh1/status/1241513994701221889,neutral,neutral,ekşi sözlük
https://twitter.com/nonsterill/status/1215739409049497600,neutral,positive,coca cola
https://twitter.com/evetlutfen/status/1264341782588010496,negative,positive,trendyol
https://twitter.com/Oguzhanbaysall/status/1257800577867800576,neutral,negative,turkcell
https://twitter.com/bildirimacik/status/1217950836921335815,neutral,neutral,whatsapp
https://twitter.com/fanatikfeminist/status/1264335021466357762,positive,positive,hepsiburada
https://twitter.com/halukarnas/status/1221885641027391489,negative,negative,coca cola
https://twitter.com/musrifdegilim/status/1236768740278140928,neutral,neutral,trendyol
https://twitter.com/mkeramk/status/1219014335940497409,neutral,negative,coca cola
https://twitter.com/hazalozguc/status/1249485101802684417,neutral,neutral,trendyol
https://twitter.com/yasemiinyl/status/1215031755947855873,negative,negative,trendyol
https://twitter.com/canruba_/status/1264704097229443075,negative,negative,turkcell
https://twitter.com/gri_hap/status/1263246542128979971,negative,negative,ekşi sözlük
https://twitter.com/aliboyraz417/status/1220849371891355649,positive,negative,whatsapp
https://twitter.com/isabellsletters/status/1252376587414061056,negative,negative,trendyol
https://twitter.com/edisdev/status/1215365402861109253,neutral,positive,hepsiburada
https://twitter.com/YAtucuran/status/1233523575291817985,negative,negative,whatsapp
https://twitter.com/yaszmiin_/status/1240406014324768773,negative,negative,trendyol
https://twitter.com/nikzorunlu/status/1247976471014117379,positive,positive,coca cola
https://twitter.com/Seda_Ysr/status/1234587290049163264,positive,positive,coca cola
https://twitter.com/dditalyan/status/1235686667698294784,neutral,neutral,ekşi sözlük
https://twitter.com/DilaraUnverr/status/1238939955633827841,negative,negative,trendyol
https://twitter.com/lumfensen/status/1216120281342922753,negative,negative,turkcell
https://twitter.com/kkaderkrl/status/1215422562051727360,neutral,negative,whatsapp
https://twitter.com/hkncnr01/status/1235640297842806785,neutral,neutral,coca cola
https://twitter.com/ozgeyardimedici/status/1262166997686763521,positive,positive,trendyol
https://twitter.com/aynensilus/status/1221942346767577090,neutral,negative,whatsapp
https://twitter.com/DelirenSolist/status/1241145420203556864,neutral,negative,whatsapp
https://twitter.com/Mit_Ist_Sosyal/status/1217595709471412226,negative,negative,whatsapp
https://twitter.com/herhangibiri97/status/1213945602909835265,positive,positive,trendyol
https://twitter.com/handeyucesoy/status/1254553227720372225,negative,negative,trendyol
https://twitter.com/fahriyesyy/status/1253832710625398785,positive,positive,trendyol
https://twitter.com/haber04474376/status/1213963886799572992,neutral,neutral,whatsapp
https://twitter.com/ibrahimayvar/status/1265788981427539969,neutral,positive,whatsapp
https://twitter.com/firicikk/status/1235349871181418497,positive,negative,whatsapp
https://twitter.com/EsraTe/status/1217231552788271104,neutral,neutral,whatsapp
https://twitter.com/zeeyzek/status/1234586286092148736,neutral,neutral,trendyol
https://twitter.com/caramel_dance/status/1214953303257309184,negative,negative,coca cola
https://twitter.com/edawallace_/status/1267240497401249796,neutral,negative,whatsapp
https://twitter.com/sayikliyor/status/1250567774088433671,neutral,negative,trendyol
https://twitter.com/MeMyselfAudrey/status/1244760912449454080,neutral,neutral,whatsapp
https://twitter.com/bilgesubloglu_/status/1263960140245536769,negative,negative,turkcell
https://twitter.com/Cakirrman/status/1257081915192094721,positive,positive,ekşi sözlük
https://twitter.com/huznukovankus/status/1218676451295272960,negative,negative,whatsapp
https://twitter.com/Nasiyaniyaa/status/1259264351875272704,negative,negative,trendyol
https://twitter.com/salcanizgeldii/status/1213970537246068739,neutral,negative,whatsapp
https://twitter.com/shajhoria/status/1239294071514038273,neutral,neutral,coca cola
https://twitter.com/sdkozkn1903/status/1214640734982279169,neutral,positive,turkcell
https://twitter.com/bayeroll/status/1237837657830354945,neutral,negative,turkcell
https://twitter.com/mutsuzbebek/status/1252021933396447234,positive,positive,trendyol
https://twitter.com/Ludovic0n/status/1230999341076303872,neutral,negative,whatsapp
https://twitter.com/Aybigecakmak/status/1239654218774065153,negative,negative,trendyol
https://twitter.com/sovyetova/status/1246192111059427328,neutral,negative,ekşi sözlük
https://twitter.com/Acimakyok571/status/1217531240485654528,positive,positive,coca cola
https://twitter.com/Pazarlamasyon/status/1228311787856179200,neutral,neutral,coca cola
https://twitter.com/Onunel/status/1226944109463642112,negative,neutral,turkcell
https://twitter.com/merttasermt/status/1225165116141981698,neutral,neutral,coca cola
https://twitter.com/tegetduzlemler/status/1228415508552331264,neutral,negative,trendyol
https://twitter.com/onudaoldurun/status/1221580787792916485,neutral,negative,whatsapp
https://twitter.com/avatansever/status/1214272832714223616,negative,negative,hepsiburada
https://twitter.com/auralimigrenn/status/1244407658460983297,neutral,neutral,trendyol
https://twitter.com/soyilmaz1907/status/1267191164895182849,negative,negative,hepsiburada
https://twitter.com/basimizbelada_/status/1258902712701288448,neutral,neutral,trendyol
https://twitter.com/blackeagleeejkk/status/1213216743482638336,negative,negative,trendyol
https://twitter.com/Aqua999999/status/1229156911687380998,negative,negative,trendyol
https://twitter.com/AydaAzkar/status/1238952283024523264,neutral,negative,coca cola
https://twitter.com/crazy_7405/status/1215393035179233280,neutral,neutral,turkcell
https://twitter.com/Ufuksknnn/status/1219016089901895682,negative,negative,turkcell
https://twitter.com/esrasarps/status/1215013458779025409,negative,negative,coca cola
https://twitter.com/egeipektokatli/status/1218994827645374472,neutral,negative,trendyol
https://twitter.com/unsuzkekk/status/1241853684755107847,neutral,neutral,trendyol
https://twitter.com/cannmerve/status/1246915492230705155,positive,positive,trendyol
https://twitter.com/KIRMIZIBEYAZ68/status/1240419802633646081,neutral,negative,whatsapp
https://twitter.com/sedocimbom/status/1263255627373174784,neutral,neutral,turkcell
https://twitter.com/celileaydogdu/status/1214677439391113217,negative,negative,whatsapp
https://twitter.com/ademlvnt/status/1264284924112232449,negative,negative,hepsiburada
https://twitter.com/AhmetKUDAY_2/status/1212765690211524609,negative,positive,coca cola
https://twitter.com/14Emre06/status/1227301364721647619,neutral,negative,coca cola
https://twitter.com/volkansahaf/status/1260306097736302592,neutral,neutral,hepsiburada
https://twitter.com/Aqua999999/status/1229157528430432257,negative,negative,trendyol
https://twitter.com/ambiefux/status/1237877224990068738,negative,negative,whatsapp
https://twitter.com/senemtasdemiiir/status/1236427430203703297,positive,positive,whatsapp
https://twitter.com/gurselgil/status/1255243970235576321,neutral,neutral,ekşi sözlük
https://twitter.com/ashxldo9/status/1242555848704118784,negative,negative,trendyol
https://twitter.com/thepetrann/status/1234990082169290753,positive,positive,whatsapp
https://twitter.com/uyuyanquzell/status/1228463861646397440,neutral,negative,whatsapp
https://twitter.com/sonbiseybukucu/status/1259983114308370434,neutral,neutral,turkcell
https://twitter.com/yerlivemillidur/status/1236051111116763136,positive,negative,turkcell
https://twitter.com/jehandivided/status/1219024535250513920,neutral,neutral,trendyol
https://twitter.com/Melekbekdemir/status/1242955001317732352,neutral,negative,whatsapp
https://twitter.com/HBozkurt10/status/1233481453310222338,negative,negative,turkcell
https://twitter.com/DSultansuyu/status/1229542749201993729,negative,negative,trendyol
https://twitter.com/egeburak02/status/1257086905851748353,neutral,negative,trendyol
https://twitter.com/cansuhatir/status/1226287411853955072,neutral,negative,whatsapp
https://twitter.com/nevermindsly/status/1247127956931194880,negative,negative,coca cola
https://twitter.com/brfnoguz/status/1216018315895767042,neutral,positive,coca cola
https://twitter.com/Gkay74/status/1215046191643316224,neutral,positive,whatsapp
https://twitter.com/narisan61/status/1221134109461880832,neutral,neutral,hepsiburada
https://twitter.com/pumpinglog/status/1216460744448970753,neutral,neutral,turkcell
https://twitter.com/neguzelsovdum/status/1222284870073888772,positive,neutral,ekşi sözlük
https://twitter.com/gizemzorman/status/1253446504439824390,negative,negative,trendyol
https://twitter.com/kediigoz16/status/1259258577744801792,negative,negative,trendyol
https://twitter.com/ardadumann/status/1224834863242588160,positive,negative,trendyol
https://twitter.com/finaluzumcu/status/1213941910445920259,neutral,neutral,ekşi sözlük
https://twitter.com/SudeKalmuk/status/1258176753966764034,neutral,neutral,turkcell
https://twitter.com/youniverse0/status/1224481159452774400,negative,negative,trendyol
https://twitter.com/elifbehlull/status/1237141540268580867,negative,negative,turkcell
https://twitter.com/camelkahve/status/1216842648243359745,negative,negative,hepsiburada
https://twitter.com/erbru_/status/1253108568682831873,positive,positive,trendyol
https://twitter.com/bilgekapan_/status/1217944458907541504,negative,neutral,whatsapp
https://twitter.com/smyerdm/status/1263255359122214912,negative,negative,trendyol
https://twitter.com/eesonradedimki/status/1221913753362599936,negative,negative,trendyol
https://twitter.com/CarEvbar/status/1261792622152232962,positive,positive,ekşi sözlük
https://twitter.com/goncaozell/status/1226973102426480653,positive,positive,ekşi sözlük
https://twitter.com/MDikmen1965/status/1232437676281778179,negative,neutral,turkcell
https://twitter.com/emregler1/status/1221885173064765446,negative,negative,turkcell
https://twitter.com/melsaghn/status/1221924532459577355,neutral,positive,ekşi sözlük
https://twitter.com/KurnazBedirhan/status/1228456233306411020,neutral,neutral,whatsapp
https://twitter.com/obsesifuu/status/1266844721013575685,negative,negative,turkcell
https://twitter.com/edilaveroglu/status/1261050636705161218,negative,negative,hepsiburada
https://twitter.com/doan_gizem555/status/1258180094872432640,negative,negative,turkcell
https://twitter.com/asenzena/status/1233160958752808960,negative,negative,turkcell
https://twitter.com/simagaliba/status/1232452059560955904,neutral,positive,whatsapp
https://twitter.com/mervetrkel4/status/1213562744470982656,negative,negative,trendyol
https://twitter.com/berabisakinol/status/1250566657472450569,positive,negative,trendyol
https://twitter.com/godlovesdrug/status/1220487937701359616,neutral,positive,whatsapp
https://twitter.com/cpncaner/status/1214957233475325952,negative,negative,coca cola
https://twitter.com/DGNCY2/status/1241821094375546882,positive,positive,coca cola
https://twitter.com/Yenikus1/status/1233510730999173123,neutral,neutral,turkcell
https://twitter.com/bigaripme/status/1240784518468046850,neutral,neutral,turkcell
https://twitter.com/GokceAlkan/status/1228442869784043520,neutral,neutral,turkcell
https://twitter.com/Cavdarlisss/status/1219984424357580800,negative,negative,hepsiburada
https://twitter.com/iscaglar/status/1221219081837252609,negative,negative,turkcell
https://twitter.com/PortfoyUV/status/1232423105404002307,neutral,neutral,turkcell
https://twitter.com/mugeinselman/status/1243314254490611714,neutral,neutral,trendyol
https://twitter.com/sutveballl/status/1241876185409302529,neutral,positive,whatsapp
https://twitter.com/ecemcanattii/status/1262523516890595328,negative,negative,trendyol
https://twitter.com/petrolcu0000/status/1217214445216313345,negative,negative,turkcell
https://twitter.com/sickggirl/status/1229871214438600704,neutral,neutral,trendyol
https://twitter.com/buraakkshin/status/1258896209231609860,negative,negative,trendyol
https://twitter.com/ErhanCirak/status/1215653090738737153,negative,negative,hepsiburada
https://twitter.com/perilievsakini/status/1229893374792126465,negative,negative,turkcell
https://twitter.com/ramazanaydenizo/status/1244413483984326657,neutral,negative,whatsapp
https://twitter.com/b_ustn/status/1260354576802353154,negative,negative,trendyol
https://twitter.com/TheAybos/status/1235689760699506688,neutral,neutral,trendyol
https://twitter.com/karayelhamdiii/status/1257438013820489733,neutral,negative,turkcell
https://twitter.com/kubiniiiz/status/1243667480339460098,negative,negative,trendyol
https://twitter.com/aakizilot/status/1236050445149319168,negative,negative,trendyol
https://twitter.com/edacelikkkk/status/1243682709442043904,negative,negative,trendyol
https://twitter.com/notkoncom/status/1219758402932330498,neutral,negative,whatsapp
https://twitter.com/SeldaSarlayan/status/1234248989157052417,neutral,positive,whatsapp
https://twitter.com/homosapiensesss/status/1261432095663984640,negative,negative,turkcell
https://twitter.com/iremmorc/status/1246586929371635712,negative,negative,trendyol
https://twitter.com/ispartagulu32/status/1215028091837386758,neutral,neutral,trendyol
https://twitter.com/Morfield2/status/1218263353338089472,positive,negative,trendyol
https://twitter.com/volkitalking/status/1240750456563019776,positive,positive,coca cola
https://twitter.com/mlk1834/status/1212835800502734848,positive,positive,trendyol
https://twitter.com/Peccavi0/status/1217922288122847232,negative,negative,trendyol
https://twitter.com/cengizcikrikoo/status/1238949627875004418,neutral,neutral,turkcell
https://twitter.com/Emin_de_kim/status/1239668467625795584,neutral,neutral,turkcell
https://twitter.com/DNZOGL/status/1241507893700104192,neutral,neutral,whatsapp
https://twitter.com/sukubidubidi/status/1255280225291829249,negative,negative,trendyol
https://twitter.com/ookekeciimm/status/1265794249703948290,neutral,negative,whatsapp
https://twitter.com/siirsokakta/status/1237508544045273089,negative,negative,trendyol
https://twitter.com/rapunzellaaaa/status/1249831049229713410,negative,negative,trendyol
https://twitter.com/SalihaSultan/status/1245798009893531650,negative,positive,coca cola
https://twitter.com/ibrahimaslan555/status/1224833214008758272,negative,negative,trendyol
https://twitter.com/evrenyesl/status/1255266531115708418,negative,positive,turkcell
https://twitter.com/serifivurdum/status/1249829431612526592,negative,negative,trendyol
https://twitter.com/EmrahAydinalp/status/1266135946992529411,negative,neutral,turkcell
https://twitter.com/hakiki_cassey/status/1229184566876942336,neutral,neutral,whatsapp
https://twitter.com/feyzaltinalan/status/1215770161711583232,neutral,neutral,whatsapp
https://twitter.com/ceilcalaga/status/1234904618913628160,positive,positive,turkcell
https://twitter.com/baytrkn/status/1229136515839746048,positive,positive,turkcell
https://twitter.com/yagmurvayicc/status/1256001218067009537,positive,positive,trendyol
https://twitter.com/Koray08/status/1258885217479266314,negative,negative,turkcell
https://twitter.com/TaylnOzgur/status/1260693885917048843,negative,negative,hepsiburada
https://twitter.com/KoluSolak/status/1218666317332602880,negative,negative,trendyol
https://twitter.com/rumeysaaaaqq/status/1266874726514855943,negative,negative,turkcell
https://twitter.com/mcanyanik/status/1261079965174505478,neutral,neutral,turkcell
https://twitter.com/DYSerserileri/status/1236797761699414017,neutral,negative,whatsapp
https://twitter.com/bernoat/status/1264695844843982854,positive,negative,trendyol
https://twitter.com/Tr_konusacagim/status/1233966616213368832,negative,neutral,coca cola
https://twitter.com/dbkgbts/status/1230189078030712834,positive,positive,coca cola
https://twitter.com/_fatmaozer/status/1230234277138325504,negative,negative,trendyol
https://twitter.com/tukenenkendim/status/1223755136285257729,negative,negative,turkcell
https://twitter.com/YbHalilMERT/status/1266881938956201984,neutral,negative,whatsapp
https://twitter.com/_BUSEBAYRAM0/status/1236438812911378432,positive,positive,whatsapp
https://twitter.com/DesdamonAyaz/status/1240764351398785024,neutral,neutral,trendyol
https://twitter.com/harbibirbarbi/status/1218263887923044353,negative,negative,trendyol
https://twitter.com/merve8evrem/status/1226971545333108737,neutral,neutral,trendyol
https://twitter.com/oxzxaxnx/status/1246198760310542343,neutral,neutral,coca cola
https://twitter.com/ipekarikil/status/1235348480304058369,positive,positive,whatsapp
https://twitter.com/_TuranBey/status/1259612453018705927,negative,neutral,turkcell
https://twitter.com/kndianthusgitti/status/1224458563457708034,positive,negative,turkcell
https://twitter.com/NihatTopalakci/status/1233165110144716800,negative,negative,whatsapp
https://twitter.com/gndd_58/status/1264340582786306050,negative,negative,turkcell
https://twitter.com/simgesaltiikx/status/1240327485738430465,positive,negative,coca cola
https://twitter.com/HS19072461/status/1215011823126294528,negative,negative,turkcell
https://twitter.com/twitvole/status/1242961807490396160,neutral,positive,whatsapp
https://twitter.com/eilulst/status/1261077101525991424,negative,negative,turkcell
https://twitter.com/GrkmYpr/status/1218936206974689283,neutral,negative,trendyol
https://twitter.com/TAHAKOCAMAN_7/status/1266154505458024449,negative,negative,whatsapp
https://twitter.com/PabloOnur/status/1234909333881806851,neutral,neutral,turkcell
https://twitter.com/caanyaaa/status/1232789645085138944,negative,negative,turkcell
https://twitter.com/BUSEKOKPINAR/status/1216487484751781888,negative,positive,trendyol
https://twitter.com/ysmnyvz00/status/1259976345989394433,positive,positive,trendyol
https://twitter.com/Tugkanderrki/status/1213960978506899458,negative,negative,whatsapp
https://twitter.com/ramazanders/status/1263969784766611458,negative,negative,turkcell
https://twitter.com/melreinn/status/1245811024541954054,positive,positive,coca cola
https://twitter.com/DogukannAybek/status/1233902996741935104,negative,neutral,whatsapp
https://twitter.com/varbiproblem/status/1213182938302554112,neutral,negative,trendyol
https://twitter.com/6786tulay/status/1216073764238131205,negative,negative,turkcell
https://twitter.com/FatmaAkyl/status/1235330600178982914,negative,negative,trendyol
https://twitter.com/sersncb1905/status/1221530953476136961,positive,negative,turkcell
https://twitter.com/AylinBudakk/status/1260694594972520454,negative,negative,hepsiburada
https://twitter.com/Sultan_Official/status/1252011060816683010,neutral,neutral,trendyol
https://twitter.com/bisusmelek/status/1237156785045278720,positive,neutral,coca cola
https://twitter.com/burnumundikiii/status/1219769698750992384,negative,negative,trendyol
https://twitter.com/ronyaaaz/status/1217174904195424262,positive,neutral,coca cola
https://twitter.com/fulyaasenakaya/status/1230962938716073986,neutral,negative,trendyol
https://twitter.com/meki19o7/status/1232436084853706752,negative,negative,trendyol
https://twitter.com/ozlmkrklc/status/1219368811524251650,neutral,negative,trendyol
https://twitter.com/CoinTrendleri/status/1214325866853011456,negative,negative,whatsapp
https://twitter.com/YILDIZyakar/status/1241471900662063112,positive,positive,trendyol
https://twitter.com/_gocmenkus/status/1236068708763787267,positive,positive,whatsapp
https://twitter.com/ssuriis/status/1218285002540056578,positive,positive,trendyol
https://twitter.com/SBLTIRNOVA/status/1239663715101933575,negative,negative,trendyol
https://twitter.com/eloffix/status/1260710706502086656,negative,negative,hepsiburada
https://twitter.com/kardeIennay/status/1224079724772777984,negative,negative,trendyol
https://twitter.com/halsizandroid/status/1221945655716958208,neutral,negative,whatsapp
https://twitter.com/jeghalill/status/1232793563299225602,negative,negative,turkcell
https://twitter.com/MoIarThird/status/1225545916486234114,negative,positive,ekşi sözlük
https://twitter.com/musafeatgulsah/status/1253091709862453248,neutral,positive,trendyol
https://twitter.com/noceuraurora/status/1217199836686159884,neutral,negative,trendyol
https://twitter.com/egulcu/status/1213955387260624899,neutral,neutral,turkcell
https://twitter.com/nkokciyan/status/1227720546902839297,neutral,negative,whatsapp
https://twitter.com/morispars1/status/1225161217779462144,positive,positive,trendyol
https://twitter.com/Nsnryrdkl/status/1262526779605958658,neutral,negative,trendyol
https://twitter.com/rizelivezirr53/status/1241447370430259202,negative,negative,trendyol
https://twitter.com/aytekhanhz/status/1233525607323095040,negative,negative,ekşi sözlük
https://twitter.com/erennst/status/1216444769427251201,negative,negative,coca cola
https://twitter.com/Ayberkkyc86/status/1221937551847587842,neutral,negative,whatsapp
https://twitter.com/nursahcigim/status/1231353729414303746,neutral,negative,trendyol
https://twitter.com/semraaayilmaz/status/1263582595616366593,positive,positive,hepsiburada
https://twitter.com/TsipGenelSek/status/1218158514989948928,negative,negative,coca cola
https://twitter.com/GSsosyal123/status/1218552909228658688,negative,neutral,hepsiburada
https://twitter.com/sezelsubebeksi/status/1251659343814066184,neutral,neutral,trendyol
https://twitter.com/yorgunmetal/status/1239328423476105220,negative,negative,turkcell
https://twitter.com/ekstaziatmak/status/1215755395559497728,negative,negative,coca cola
https://twitter.com/ilaydaa_p/status/1242929462473363463,negative,negative,trendyol
https://twitter.com/Selda_kapln/status/1253448561930506241,positive,positive,trendyol
https://twitter.com/bisisebali/status/1237845621467312128,negative,negative,turkcell
https://twitter.com/Etooooo16/status/1228803342937272320,negative,negative,turkcell
https://twitter.com/neromsu/status/1238190822048313344,negative,negative,coca cola
https://twitter.com/ezgilighthouse/status/1244392786729807873,negative,negative,trendyol
https://twitter.com/heymeloderler/status/1215390152496951298,negative,positive,trendyol
https://twitter.com/ToygarZor/status/1264694507502788609,negative,negative,hepsiburada
https://twitter.com/dbarbaros/status/1231728622605602816,negative,negative,turkcell
https://twitter.com/denizzbostann/status/1221521382992904194,negative,negative,trendyol
https://twitter.com/allamet7/status/1236078204689006599,neutral,neutral,whatsapp
https://twitter.com/mandalinyaa06/status/1224110451300106240,positive,positive,trendyol
https://twitter.com/ilaydaaerdenn/status/1265431181279006720,positive,positive,trendyol
https://twitter.com/AhmetAygnATA4/status/1245862997563592704,negative,neutral,whatsapp
https://twitter.com/betulumguzel/status/1251297979211939841,negative,negative,trendyol
https://twitter.com/killingfordevil/status/1224462592980242433,neutral,neutral,whatsapp
https://twitter.com/kardelendeniiz/status/1237447934641348608,negative,negative,coca cola
https://twitter.com/earendilinisigi/status/1252002342901350411,positive,neutral,ekşi sözlük
https://twitter.com/aysenureryy/status/1252006447661174785,neutral,negative,trendyol
https://twitter.com/Nurselgicerrr/status/1251628111927574530,negative,negative,trendyol
https://twitter.com/ilimkarakus/status/1214284204550344710,negative,negative,hepsiburada
https://twitter.com/gunesdoguran/status/1263618323696189441,negative,negative,trendyol
https://twitter.com/themusavas/status/1219007871700164609,neutral,neutral,turkcell
https://twitter.com/BenKelamKutusu/status/1259631160155652096,negative,negative,trendyol
https://twitter.com/nazoterapi/status/1261445082240167936,negative,negative,trendyol
https://twitter.com/palasbanderas/status/1261079133532143616,neutral,negative,trendyol
https://twitter.com/mandalinyaa06/status/1219364770425589761,negative,negative,trendyol
https://twitter.com/zeynep1karaca/status/1240422270268518404,neutral,neutral,whatsapp
https://twitter.com/tarkantweetoglu/status/1234907562430078976,negative,negative,turkcell
https://twitter.com/cipsi456/status/1219394749288931328,negative,negative,trendyol
https://twitter.com/dwarftosba/status/1234934497625415682,negative,negative,trendyol
https://twitter.com/tubademett/status/1266498246693785602,neutral,neutral,turkcell
https://twitter.com/herhangii1ii/status/1241453782992650242,negative,negative,trendyol
https://twitter.com/katre_ivefa/status/1220489225088520192,neutral,neutral,coca cola
https://twitter.com/jasigee/status/1234771267921858560,positive,negative,coca cola
https://twitter.com/o5665tuten/status/1257812320262258689,neutral,neutral,turkcell
https://twitter.com/FUATGUNGOR35/status/1232766030780473345,neutral,neutral,trendyol
https://twitter.com/fatobiryan/status/1266850769560576000,neutral,negative,turkcell
https://twitter.com/savasmistiyon/status/1230238106940583936,positive,positive,coca cola
https://twitter.com/mervereecber/status/1243298991275757571,negative,negative,trendyol
https://twitter.com/cocoipek/status/1219374387457077248,negative,negative,turkcell
https://twitter.com/HikmetElibirlik/status/1223021782342434817,neutral,negative,whatsapp
https://twitter.com/durmazhaticee/status/1241151756626788356,positive,positive,turkcell
https://twitter.com/bomfaller/status/1256732054005469184,neutral,negative,trendyol
https://twitter.com/etheeboi/status/1255285657850851328,neutral,negative,turkcell
https://twitter.com/dmlctrlr/status/1235318163241390080,negative,negative,trendyol
https://twitter.com/AyeSevgiSOLUK1/status/1261804807175757824,negative,negative,trendyol
https://twitter.com/yokum_nda/status/1221535445395431424,positive,positive,trendyol
https://twitter.com/ktaesgguk/status/1246204099114172418,positive,positive,coca cola
https://twitter.com/Senatopalx/status/1245126505077891076,negative,negative,trendyol
https://twitter.com/yogayapanat/status/1245861857514024960,negative,negative,trendyol
https://twitter.com/yaaprakk/status/1213237186281267202,negative,negative,trendyol
https://twitter.com/aspmafya/status/1234533664521883649,neutral,negative,turkcell
https://twitter.com/EgeBlbl1/status/1242218874520641539,neutral,neutral,trendyol
https://twitter.com/zordelii/status/1248719752903745537,negative,negative,ekşi sözlük
https://twitter.com/pnarkcbyk/status/1257452741334532096,negative,negative,trendyol
https://twitter.com/ayseenyuksel/status/1242961799881936896,neutral,negative,whatsapp
https://twitter.com/AvMehmetuyar/status/1240054544182231040,positive,positive,turkcell
https://twitter.com/metinborazan/status/1238971427530907648,negative,negative,ekşi sözlük
https://twitter.com/klcemrr/status/1221216604891111425,neutral,negative,ekşi sözlük
https://twitter.com/elmaliponcik/status/1237510209939091456,neutral,neutral,trendyol
https://twitter.com/taneriniiz/status/1219396952544239617,neutral,neutral,whatsapp
https://twitter.com/elifidaaaevrn/status/1260718648324435974,negative,negative,turkcell
https://twitter.com/newertherinn/status/1212882264125779976,neutral,negative,whatsapp
